CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2024-05-01 23:44:05,Partner A,[voice 29s],voice,sleep,checking in,distance
2024-05-01 23:45:01,Partner A,i'm sorry for snapping,text,repair,repairing,distance
2024-05-01 23:45:31,Partner B,on my way,text,affection,warm,distance
2024-05-01 23:48:13,Partner A,are you sleeping,text,plans,checking in,distance
2024-05-01 23:50:00,Partner B,deploy ran late so i was stuck for a while,text,work,checking in,distance
2024-05-01 23:52:04,Partner A,[image],image,commute,checking in,distance
2024-05-01 23:52:31,Partner A,lol,text,work,checking in,distance
2024-05-02 00:03:10,Partner B,i'll call after shower,text,sleep,checking in,distance
2024-05-02 00:04:11,Partner B,home,text,plans,checking in,distance
2024-05-02 00:05:01,Partner B,"heading out train is delayed again, sorry",text,commute,checking in,distance
2024-05-02 00:08:07,Partner A,train is packed,text,commute,checking in,distance
2024-05-02 00:09:06,Partner B,i'm on line 2 and the train is crawling,text,commute,checking in,distance
2024-05-02 00:22:00,Partner B,i should have texted before disappearing,text,conflict,frustrated,distance
2024-05-02 00:27:10,Partner A,you booked it right,text,plans,checking in,distance
2024-05-02 00:29:01,Partner A,are you sleeping,text,sleep,checking in,distance
2024-05-02 00:31:07,Partner B,got it,text,commute,checking in,distance
2024-05-02 00:33:03,Partner A,are you sleeping,text,work,checking in,distance
2024-05-02 00:40:01,Partner A,you booked it right,text,plans,checking in,distance
2024-05-02 00:47:11,Partner A,call me for two minutes,text,sleep,checking in,distance
2024-05-02 00:50:06,Partner B,sure,text,plans,checking in,distance
2024-05-02 00:52:00,Partner B,sleep soon,text,family,checking in,distance
2024-05-02 00:55:08,Partner B,i like our life,text,affection,warm,distance
2024-05-02 00:55:12,Partner B,sure,text,family,checking in,distance
2024-05-02 01:12:03,Partner A,presentation is finally done?,text,work,checking in,distance
2024-05-02 01:13:11,Partner A,nooo,text,work,checking in,distance
2024-05-02 01:16:04,Partner A,arrived,text,sleep,checking in,distance
2024-05-02 01:17:08,Partner A,ah,text,family,checking in,distance
2024-05-02 01:18:05,Partner B,goodnight,text,sleep,checking in,distance
2024-05-02 01:24:12,Partner A,arrived,text,affection,warm,distance
2024-05-02 01:27:10,Partner A,my manager moved the meeting again?,text,work,checking in,distance
2024-05-02 01:27:15,Partner A,where are you,text,sleep,checking in,distance
2024-05-02 01:28:03,Partner A,no because i am starving,text,food,checking in,distance
2024-05-02 01:30:09,Partner A,are you sleeping,text,money,checking in,distance
2024-05-02 01:31:10,Partner A,i swear can we reset,text,repair,repairing,distance
2024-05-02 01:34:10,Partner B,proud of you,text,affection,warm,distance
2024-05-02 01:44:41,Partner B,one sec bring the charger,text,plans,checking in,distance
2024-05-02 01:51:09,Partner B,let's do the later show,text,plans,checking in,distance
2024-05-02 08:17:10,Partner A,miss you,text,work,distracted,busy
2024-05-02 08:43:10,Partner A,awake?,text,commute,distracted,busy
2024-05-02 12:23:07,Partner B,"ok i'll reply after standup, not ignoring you",text,work,distracted,busy
2024-05-02 12:27:06,Partner B,one sec close your laptop,text,sleep,distracted,busy
2024-05-02 12:31:07,Partner A,i am drowning in slides?,text,work,distracted,busy
2024-05-02 12:32:07,Partner A,today is so stupid,text,work,distracted,busy
2024-05-02 12:46:07,Partner A,look,text,sleep,distracted,busy
2024-05-02 12:49:00,Partner B,wait near the lobby so i can find you,text,commute,distracted,busy
2024-05-02 12:51:04,Partner B,i'll check the weather?,text,plans,distracted,busy
2024-05-02 20:46:04,Partner A,wait,text,work,distracted,busy
2024-05-02 20:48:00,Partner B,later,text,food,distracted,busy
2024-05-02 20:59:12,Partner B,leave the receipt on the table,text,chores,distracted,busy
2024-05-02 21:04:24,Partner A,i can't sleep?,text,sleep,distracted,busy
2024-05-02 21:13:06,Partner A,train is packed,text,commute,distracted,busy
2024-05-02 21:19:03,Partner B,let's do the later show,text,plans,distracted,busy
2024-05-02 21:28:06,Partner B,i can cook eggs,text,food,distracted,busy
2024-05-02 21:52:12,Partner B,i ordered delivery?,text,food,distracted,busy
2024-05-02 22:01:08,Partner A,no because i don't want to guess,text,conflict,frustrated,busy
2024-05-02 22:13:09,Partner B,sleep soon,text,work,distracted,busy
2024-05-02 22:29:11,Partner A,arrived,text,food,distracted,busy
2024-05-02 22:31:08,Partner B,"i'll reply after standup, not ignoring you",text,work,distracted,busy
2024-05-02 22:36:07,Partner A,tired,text,conflict,frustrated,busy
2024-05-02 22:42:12,Partner A,look,text,food,distracted,busy
2024-05-02 22:48:00,Partner A,wait,text,chores,distracted,busy
2024-05-02 23:02:07,Partner B,"train is delayed again, sorry",text,commute,distracted,busy
2024-05-02 23:12:09,Partner A,?,text,work,distracted,busy
2024-05-02 23:44:03,Partner A,fine,text,chores,distracted,busy
2024-05-02 23:52:54,Partner B,home,text,food,distracted,busy
2024-05-02 23:54:01,Partner B,one sec let's talk after dinner when we're both calmer,text,repair,repairing,busy
2024-05-02 23:56:08,Partner A,are we still going tomorrow,text,plans,distracted,busy
2024-05-03 08:05:00,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-05-03 08:08:03,Partner A,ah,text,repair,repairing,conflict
2024-05-03 08:11:09,Partner B,morning,text,commute,tense then repair,conflict
2024-05-03 08:16:02,Partner A,[sticker],sticker,repair,repairing,conflict
2024-05-03 08:18:02,Partner A,look,text,repair,repairing,conflict
2024-05-03 08:33:06,Partner A,can we reset,text,repair,repairing,conflict
2024-05-03 08:35:00,Partner B,meeting,text,conflict,frustrated,conflict
2024-05-03 08:35:10,Partner A,[sticker],sticker,repair,repairing,conflict
2024-05-03 08:35:25,Partner A,omg,text,commute,tense then repair,conflict
2024-05-03 08:37:01,Partner B,ok can we talk later when i can actually focus,text,conflict,frustrated,conflict
2024-05-03 08:38:07,Partner B,"we're okay, i don't want this to sit overnight?",text,repair,repairing,conflict
2024-05-03 08:40:12,Partner A,eat what,text,food,tense then repair,conflict
2024-05-03 08:52:06,Partner A,where are you,text,conflict,frustrated,conflict
2024-05-03 08:58:02,Partner A,awake?,text,conflict,frustrated,conflict
2024-05-03 09:01:01,Partner A,awake?,text,conflict,frustrated,conflict
2024-05-03 09:01:04,Partner A,nooo,text,conflict,frustrated,conflict
2024-05-03 12:04:38,Partner A,miss you,text,sleep,tense then repair,conflict
2024-05-03 12:07:10,Partner A,ah,text,repair,repairing,conflict
2024-05-03 12:10:10,Partner A,not funny,text,sleep,tense then repair,conflict
2024-05-03 12:11:00,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,conflict
2024-05-03 12:15:06,Partner A,where are you,text,commute,tense then repair,conflict
2024-05-03 12:19:01,Partner A,"okay, i understand now?",text,repair,repairing,conflict
2024-05-03 12:22:05,Partner A,ah,text,food,tense then repair,conflict
2024-05-03 12:26:10,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2024-05-03 12:33:04,Partner A,eat what,text,conflict,frustrated,conflict
2024-05-03 12:33:09,Partner A,i can leave at seven,text,plans,tense then repair,conflict
2024-05-03 12:35:01,Partner A,today is so stupid,text,work,tense then repair,conflict
2024-05-03 12:40:10,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2024-05-03 12:43:06,Partner A,i was waiting,text,plans,tense then repair,conflict
2024-05-03 12:50:10,Partner A,pls i paid the electricity bill,text,chores,tense then repair,conflict
2024-05-03 12:51:35,Partner A,tired,text,conflict,frustrated,conflict
2024-05-03 12:56:15,Partner B,saw it,text,repair,repairing,conflict
2024-05-03 13:06:07,Partner B,wait near the lobby so i can find you,text,commute,tense then repair,conflict
2024-05-03 13:15:09,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2024-05-03 17:00:02,Partner A,you disappeared again,text,plans,tense then repair,conflict
2024-05-03 17:01:03,Partner B,"one sec i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2024-05-03 17:06:06,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-05-03 17:10:10,Partner A,where are you,text,repair,repairing,conflict
2024-05-03 17:19:11,Partner A,tired,text,work,tense then repair,conflict
2024-05-03 17:22:06,Partner B,parking is impossible near your building,text,commute,tense then repair,conflict
2024-05-03 17:27:01,Partner A,wait,text,conflict,frustrated,conflict
2024-05-03 17:37:01,Partner B,don't rush i like our life,text,affection,warm,conflict
2024-05-03 17:46:08,Partner A,ah,text,conflict,frustrated,conflict
2024-05-03 17:53:04,Partner A,not funny,text,conflict,frustrated,conflict
2024-05-03 18:04:06,Partner B,i'll pick you up after this last call,text,commute,tense then repair,conflict
2024-05-03 18:14:02,Partner A,i swear i'm downstairs,text,commute,tense then repair,conflict
2024-05-03 18:16:05,Partner A,that felt bad,text,conflict,frustrated,conflict
2024-05-03 18:22:00,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2024-05-03 18:23:08,Partner B,i'll call after shower,text,sleep,tense then repair,conflict
2024-05-03 18:29:06,Partner A,can we reset?,text,repair,repairing,conflict
2024-05-03 18:29:12,Partner B,"i'll reply after standup, not ignoring you",text,work,tense then repair,conflict
2024-05-03 18:30:09,Partner A,arrived,text,food,tense then repair,conflict
2024-05-03 18:37:02,Partner A,wait,text,conflict,frustrated,conflict
2024-05-03 18:38:04,Partner A,why didn't you say anything,text,sleep,tense then repair,conflict
2024-05-03 18:40:54,Partner B,meeting ran over and i handled it badly?,text,conflict,frustrated,conflict
2024-05-03 18:44:05,Partner A,omg,text,repair,repairing,conflict
2024-05-03 18:46:36,Partner A,that felt bad?,text,conflict,frustrated,conflict
2024-05-03 18:49:12,Partner B,meeting ran over and i handled it badly?,text,conflict,frustrated,conflict
2024-05-03 18:52:04,Partner A,i was waiting,text,repair,repairing,conflict
2024-05-03 21:02:27,Partner A,why didn't you say anything,text,repair,repairing,conflict
2024-05-03 21:03:04,Partner A,omg,text,chores,tense then repair,conflict
2024-05-03 21:07:10,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2024-05-03 21:15:06,Partner A,i was waiting?,text,conflict,frustrated,conflict
2024-05-03 21:21:00,Partner A,miss you,text,repair,repairing,conflict
2024-05-03 21:21:04,Partner A,lol,text,conflict,frustrated,conflict
2024-05-03 21:23:02,Partner B,goodnight,text,sleep,tense then repair,conflict
2024-05-03 21:36:12,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-05-03 21:43:20,Partner B,meeting ran over and i handled it badly,text,repair,repairing,conflict
2024-05-03 22:00:06,Partner B,eat first,text,work,tense then repair,conflict
2024-05-03 22:04:10,Partner A,nooo,text,sleep,tense then repair,conflict
2024-05-03 22:05:04,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-05-03 22:08:08,Partner B,meeting,text,conflict,frustrated,conflict
2024-05-03 22:11:04,Partner A,[voice 27s],voice,conflict,frustrated,conflict
2024-05-03 22:12:11,Partner A,are you sleeping,text,repair,repairing,conflict
2024-05-03 22:16:04,Partner A,"okay, i understand now",text,repair,repairing,conflict
2024-05-03 22:19:04,Partner B,deploy ran late so i was stuck for a while,text,work,tense then repair,conflict
2024-05-03 22:20:03,Partner A,wait,text,repair,repairing,conflict
2024-05-03 22:23:00,Partner A,tired,text,plans,tense then repair,conflict
2024-05-03 22:27:05,Partner A,tired,text,conflict,frustrated,conflict
2024-05-03 22:33:33,Partner B,ok rice or noodles,text,food,tense then repair,conflict
2024-05-03 22:35:05,Partner A,lol,text,sleep,tense then repair,conflict
2024-05-03 22:37:12,Partner A,miss you,text,commute,tense then repair,conflict
2024-05-03 22:40:04,Partner A,i am drowning in slides?,text,work,tense then repair,conflict
2024-05-03 22:46:22,Partner A,can we reset,text,repair,repairing,conflict
2024-05-03 22:58:03,Partner B,let's do the later show,text,plans,tense then repair,conflict
2024-05-03 22:58:04,Partner B,meeting ran over and i handled it badly,text,repair,repairing,conflict
2024-05-03 23:00:11,Partner A,omg,text,repair,repairing,conflict
2024-05-03 23:04:00,Partner A,ah,text,money,tense then repair,conflict
2024-05-03 23:08:11,Partner B,one sec,text,conflict,frustrated,conflict
2024-05-03 23:11:25,Partner A,[sticker],sticker,repair,repairing,conflict
2024-05-03 23:13:05,Partner B,code review is still going,text,work,tense then repair,conflict
2024-05-03 23:17:08,Partner A,[sticker],sticker,affection,warm,conflict
2024-05-03 23:17:09,Partner B,one sec,text,conflict,frustrated,conflict
2024-05-03 23:18:08,Partner B,"i know, sorry, i should have sent one message",text,repair,repairing,conflict
2024-05-03 23:23:01,Partner A,fine,text,conflict,frustrated,conflict
2024-05-03 23:23:12,Partner B,there is soup at home,text,food,tense then repair,conflict
2024-05-03 23:24:00,Partner A,you disappeared again,text,conflict,frustrated,conflict
2024-05-03 23:24:05,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2024-05-03 23:27:01,Partner B,sleep soon,text,repair,repairing,conflict
2024-05-03 23:31:34,Partner B,got it,text,chores,tense then repair,conflict
2024-05-03 23:40:02,Partner A,today is so stupid,text,work,tense then repair,conflict
2024-05-03 23:40:07,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,conflict
2024-05-03 23:42:12,Partner A,[image],image,food,tense then repair,conflict
2024-05-03 23:43:04,Partner A,not funny,text,conflict,frustrated,conflict
2024-05-03 23:46:20,Partner B,ok i can move it to sunday,text,plans,tense then repair,conflict
2024-05-03 23:52:01,Partner A,tired,text,food,tense then repair,conflict
2024-05-03 23:56:04,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-05-03 23:58:44,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-05-04 00:00:37,Partner B,on my way,text,conflict,frustrated,conflict
2024-05-04 00:03:34,Partner B,saw it,text,repair,repairing,conflict
2024-05-04 00:09:00,Partner A,eat what,text,work,tense then repair,conflict
2024-05-04 00:09:02,Partner B,let's talk after dinner when we're both calmer,text,repair,repairing,conflict
2024-05-04 00:12:02,Partner A,look,text,commute,tense then repair,conflict
2024-05-04 00:13:08,Partner A,are you sleeping,text,affection,warm,conflict
2024-05-04 00:16:01,Partner A,i don't want to guess,text,food,tense then repair,conflict
2024-05-04 00:16:07,Partner A,goodnight?,text,sleep,tense then repair,conflict
2024-05-04 00:18:11,Partner A,are you sleeping,text,repair,repairing,conflict
2024-05-04 00:20:38,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2024-05-04 00:25:05,Partner A,ah,text,conflict,frustrated,conflict
2024-05-04 00:30:00,Partner A,that felt bad,text,conflict,frustrated,conflict
2024-05-04 00:36:12,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2024-05-04 00:38:05,Partner A,fine,text,plans,tense then repair,conflict
2024-05-04 00:40:00,Partner A,i'm sorry for snapping,text,repair,repairing,conflict
2024-05-04 00:44:05,Partner A,tired,text,plans,tense then repair,conflict
2024-05-04 00:45:05,Partner A,?,text,plans,tense then repair,conflict
2024-05-04 00:48:06,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-05-04 00:52:00,Partner A,that felt bad,text,conflict,frustrated,conflict
